id	name	modleId	camp	type	birthAnimation	level	horoscopeId	battlePoint	criticalAll	dodgeAll	hitAll	antiCriticalAll	strikeAll	armorAll	antiStrikeAll	damageRAll	shieldRecoverAll	shieldCdAll	moveSpeed	aiId	skillId	dropId	showDropId	isActive	isInvincible	size	isShowHP	deathSkillId	monsterIcon	hpThickness	cruiseDialogue	skillDialogue	birthDialogue	deathDialogue	runDialogue	dialogueShowTime	dialogueCD
2000025	机关傀儡	203600	2	1	0	1	1	2200	500	500	9000	5	0	0	0	0	0	10	5	104	1000000	0	1	1	0	1	1	0	icon_guaiwu_30	0						1	5
2000026	阵眼守护者	203602	2	2	0	100	1	681271.1096	500	500	9000	5	0	50	0	0	0	10	5	100	1000000	0	2	1	0	1	1	0	icon_guaiwu_30	0						1	5
2000027	王姑娘	203500	2	2	0	100	1	681271.1096	500	500	9000	5	0	50	0	0	0	10	5	100	1000000	0	2	1	0	1	1	0	icon_guaiwu_23	0							
2000030	铁面侠	201000	2	3	0	100	23	681271.1096	500	500	9000	5	0	100	0	0	0	5	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
2000031	小喽喽	203003	2	1	0	100	2	681271.1096	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
2000032	铁面侠	201000	2	3	0	100	24	681271.1096	500	500	9000	5	0	100	0	0	0	5	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
2000033	小喽喽	203003	2	1	0	100	3	681271.1096	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
2000034	铁面侠	201000	2	3	0	100	28	681271.1096	500	500	9000	5	0	100	0	0	0	5	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
2000035	小喽喽	203003	2	1	0	100	7	681271.1096	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
2000036	幻象	201000	2	3	0	100	28	681271.1096	500	500	9000	5	0	100	0	0	0	5	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
2000084	卖艺壮汉	202110	2	3	0	21	28	8666	500	500	9000	5	0	50	0	0	0	10	5	306	510001;520001;520004;520007	0	1	1	0	1	1	0	icon_guaiwu_19	5							
2000039	狐朋狗友	203001	2	1	0	22	9	8968	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
2000040	刘大挺	203306	1	1	0	22	21	8968	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_7	0							
2000085	恶霸	203313	2	2	0	23	21	9356	500	500	9000	5	0	50	0	0	0	10	5	202	510001;520001	0	2	1	0	1	1	0	icon_guaiwu_8	0							
2000086	打手	203001	2	1	0	23	9	9356	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0							
2000092	阿燕	202002	1	2	0	23	23	9356	500	500	9000	5	0	50	0	0	0	10	5	1003	500000	0	0	1	0	1	1	0	icon_nv	0							
2000041	神秘人	203101	2	1	0	24	7	9664	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000042	神秘人	203102	2	2	0	24	21	9664	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000043	开封守将	203103	1	1	0	24	21	9664	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0							
2000044	开封守卫	203104	1	1	0	24	14	9664	500	500	9000	5	0	0	0	0	0	10	5	104	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0							
2000045	萧乔	202106	2	3	0	25	27	9976	500	500	9000	5	0	100	0	0	0	10	5	306	510001;520001;520004;	0	1	1	0	1	1	0	icon_touxiang3	5							
2000046	神秘人	203101	2	1	0	26	7	10292	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000047	神秘人	203102	2	2	0	26	21	10292	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000048	开封守卫	203104	1	1	0	26	9	10292	500	500	9000	5	0	0	0	0	0	10	5	104	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0							
2000049	百事通	202116	1	1	0	26	22	10292	500	500	9000	5	0	10000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_28	0							
2000050	神秘人	203101	2	1	0	28	7	16868	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000051	神秘人	203102	2	2	0	28	21	16868	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000052	开封守卫	203104	1	1	0	28	15	16868	500	500	9000	5	0	0	0	0	0	10	5	104	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0							
2000087	西夏士兵	203108	2	1	0	29	14	18686	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
2000088	西夏将军	203627	2	2	0	29	21	18686	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_16	0							
2000089	开封守卫	203104	1	1	0	29	8	18686	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0							
2000090	开封守将	203103	1	2	0	29	21	18686	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0							
2000091	弓弩	210004	1	1	0	29	21	18686	500	500	9000	5	0	0	0	0	0	10	5	3000	700006	0	1	1	0	1	1	0	icon_guaiwu_23	0							
2000053	神秘人	203101	2	1	0	30	7	22985.6	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000054	神秘人	203102	2	2	0	30	21	22985.6	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000055	钟小绊	203308	1	1	0	30	21	22985.6	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_3	0							
2000056	花为荣	203311	2	3	0	31	22	23431.2	500	500	9000	5	0	50	0	0	0	10	5	202	510001;520001	0	2	1	0	1	1	0	icon_guaiwu_6	10							
2000057	流寇	203001	2	1	0	32	10	23876.8	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
2000058	流寇头目	203000	2	2	0	32	20	23876.8	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0							
2000077	受惊村民	202101	1	2	0	33	23	24555.48	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	0	1	0	1	1	0	icon_touxiang3	0							
2000078	受惊村民	203303	1	2	0	33	23	24555.48	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	0	1	0	1	1	0	icon_guaiwu_24	0							
2000079	受惊村民	202001	1	2	0	33	23	24555.48	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	0	1	0	1	1	0	icon_nv	0							
2000080	村长	202102	1	2	0	33	23	24555.48	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	0	1	0	1	1	0	icon_touxiang3	0							
2000081	阿离	203501	1	2	0	33	23	24555.48	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	0	1	0	1	1	0	icon_guaiwu_23	0							
2000082	流寇	203001	2	1	0	33	10	24555.48	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
2000083	流寇头目	203000	2	2	0	33	20	24555.48	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0							
2000059	铁蜻蜓	900004	2	3	0	34	23	27949.8	500	500	9000	5	0	100	0	0	0	10	5	306	510001;520001;520004;520007	0	1	1	0	1	1	0	icon_skill_meiren_1	10							
2000060	莫一刀	203313	2	3	0	35	24	31346.24	500	500	9000	5	0	100	0	0	0	10	5	202	510001;520001	0	1	1	0	1	1	0	icon_guaiwu_8	10							
2000061	周百棍	203311	2	3	0	35	23	31346.24	500	500	9000	5	0	100	0	0	0	10	5	202	510001;520001	0	1	1	0	1	1	0	icon_guaiwu_6	10							
2000062	段青阳	203309	2	3	0	36	24	32111.8	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_6	10							
2000063	萧乔	202106	2	3	0	37	23	32889.76	500	500	9000	5	0	100	0	0	0	10	5	306	510001;520001;520004;	0	1	1	0	1	1	0	icon_touxiang3	10							
2000064	林游岳	203312	2	3	0	38	22	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_7	10							
2000065	林游峰	203002	2	2	0	38	25	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
2000066	林子桦	203308	2	2	0	38	26	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_3	0							
2000067	清尘大师	203315	2	2	0	38	28	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_17	0							
2000068	极轩道长	203201	2	2	0	38	28	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_28	0							
2000069	慕容靖	203314	2	2	0	38	28	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_24	0							
2000070	范风杰	202116	2	2	0	38	28	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_28	0							
2000071	神秘人	203101	2	1	0	38	9	33482.68	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000072	神秘人	203102	2	2	0	38	21	33482.68	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000073	萧乔	202106	1	1	0	38	28	33482.68	500	500	9000	5	0	100	0	0	0	10	5	306	510001;520001;520004;	0	1	1	0	1	1	0	icon_touxiang3	0							
2000074	段青阳	203309	1	1	0	38	28	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_6	0							
2000075	清尘大师	203315	1	1	0	38	28	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_17	0							
2000076	极轩道长	203201	1	1	0	38	28	33482.68	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_28	0							
2000093	神秘人	203102	2	2	0	48	21	76977.0248	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000094	鸠摩	203315	2	3	0	40	28	39441.48	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_17	10							
2000095	萧律	202106	2	3	0	42	24	40991.44	500	500	9000	5	0	100	0	0	0	10	5	306	510001;520001;520004;	0	1	1	0	1	1	0	icon_touxiang3	10							
2000096	百事通	202116	2	3	0	44	24	42572.44	500	500	9000	5	0	100	0	0	0	10	5	305	510001;520001;520004;	0	2	1	0	1	1	0	icon_guaiwu_28	8						1	5
2000097	江湖壮汉	202110	2	3	0	46	28	75063.512	500	500	9000	5	0	50	0	0	0	10	5	306	510001;520001;520004;520007	0	1	1	0	1	1	0	icon_guaiwu_19	10							
2000098	开封守卫	203104	2	1	0	48	9	76977.0248	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0						1	5
2000099	开封守将	203103	2	2	0	48	23	76977.0248	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_5	0	天天巡逻快乐多！！跑跑跳跳很健康					1	5
2000100	地痞	203001	2	1	0	50	10	108552.0792	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0						1	5
2000101	地痞首领	203313	2	2	0	50	24	108552.0792	500	500	9000	5	0	30	0	0	0	10	5	202	510001;520001	0	2	1	0	1	1	0	icon_guaiwu_8	0						1	5
2000102	野猴	203608	2	1	0	52	9	114264.948	500	500	9000	5	0	0	0	0	0	10	5	103	500001	0	1	1	0	1	1	0	icon_guaiwu_30	0						1	5
2000103	野狼	203607	2	1	0	52	10	114264.948	500	500	9000	5	0	0	0	0	0	10	5	103	500001	0	1	1	0	1	1	0	icon_guaiwu_30	0						1	5
2000104	野猴头领	203617	2	3	0	52	23	114264.948	500	500	9000	5	0	50	0	0	0	10	5	201	510001;520001	0	2	1	0	1	1	0	icon_guaiwu_30	5		吼~吼吼				1	5
2000105	神秘人	203101	2	1	0	54	12	121208.7112	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000106	神秘人	203102	2	2	0	54	22	121208.7112	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000107	神秘人	203101	2	1	0	56	10	135126.9888	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000108	神秘人	203102	2	2	0	56	23	135126.9888	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000109	铁面侠	201000	2	3	0	48	28	76977.0248	500	500	9000	5	0	100	0	0	0	10	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
2000110	地痞	203001	2	1	0	60	9	167245.3744	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0						1	5
2000111	地痞首领	203313	2	2	0	60	27	167245.3744	500	500	9000	5	0	30	0	0	0	10	5	202	510001;520001	0	2	1	0	1	1	0	icon_guaiwu_8	0						1	5
2000112	铁面侠	201000	1	2	0	60	28	167245.3744	500	500	9000	5	0	100	0	0	0	10	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
2000113	神秘人	203101	2	1	0	62	7	170243.8752	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000114	神秘人	203102	2	2	0	62	27	170243.8752	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000115	铁面侠	201000	1	2	0	62	28	170243.8752	500	500	9000	5	0	100	0	0	0	10	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
2000116	神秘人	203101	2	1	0	64	7	179060.3008	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000117	神秘人	203102	2	2	0	64	27	179060.3008	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000118	开封守卫	203104	1	1	0	64	13	179060.3008	500	500	9000	5	0	0	0	0	0	10	5	4001	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0						1	5
2000119	西夏士兵	203108	2	1	0	66	11	191844.32	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
2000120	西夏将军	203627	2	2	0	66	27	191844.32	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_16	0							
2000121	开封守卫	203104	1	1	0	66	13	191844.32	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0							
2000122	蒙面人	203101	2	1	0	68	13	196362.568	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0		纳命来！				1	5
2000123	蒙面人	203100	2	2	0	68	27	196362.568	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_29	0		来打我呀！				1	5
2000124	段万里	203311	1	2	0	68	28	196362.568	500	500	9000	5	0	100	0	0	0	10	5	202	510001;520001	0	1	1	0	1	1	0	icon_guaiwu_6	10							
2000125	慧觉大师	203315	2	3	0	70	28	270864.3648	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_17	10							
2000126	神秘人	203101	2	1	0	72	13	275370.4704	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
2000127	神秘人	203102	2	2	0	72	27	275370.4704	500	500	9000	5	0	50	0	0	0	10	5	201	501002;502002	0	2	1	0	1	1	0	icon_guaiwu_29	0							
2000128	毛小劈	203306	1	1	0	72	21	275370.4704	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_7	0							
2000129	山贼	203001	2	1	0	74	13	289225.9904	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0						1	5
2000130	山贼首领	203313	2	2	0	74	27	289225.9904	500	500	9000	5	0	30	0	0	0	10	5	202	510001;520001	0	2	1	0	1	1	0	icon_guaiwu_8	0						1	5
2000131	铁蜻蜓	900004	1	3	0	74	28	289225.9904	500	500	9000	5	0	100	0	0	0	10	5	306	510001;520001;520004;520007	0	1	1	0	1	1	0	icon_skill_meiren_1	10							
2000132	幻影	203501	2	1	0	76	16	314889.7472	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_23	0						1	5
2000133	作乱士兵	203108	2	1	0	78	13	351777.5624	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
2000134	作乱将军	203627	2	2	0	78	20	351777.5624	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_16	0							
2000135	铁蜻蜓	900004	1	3	0	78	28	351777.5624	500	500	9000	5	0	100	0	0	0	10	5	306	510001;520001;520004;520007	0	1	1	0	1	1	0	icon_skill_meiren_1	10							
3000000	海岛护卫	203003	2	1	0	10	2	2630	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0						1	5
3000001	海岛护将	203004	2	2	0	10	9	2630	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0		好大胆竟敢硬闯桃花岛！！				1	5
3000002	海岛统领	202110	2	3	0	10	28	2630	500	500	9000	5	0	100	0	0	0	5	5	306	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_guaiwu_19	10		铁臂神拳横行天下！				1	5
30000001	海岛护卫	203003	2	1	0	10	2	2630	500	500	9000	5	0	0	0	0	0	10	5	4001	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0						1	5
30000002	海岛护将	203004	2	2	0	10	9	2630	500	500	9000	5	0	50	0	0	0	10	5	4001	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0	天天巡逻快乐多！！跑跑跳跳很健康					1	5
3000003	海岛护卫	203003	2	1	0	15	2	6918	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0						1	5
3000004	海岛护将	203004	2	2	0	15	9	6918	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0						1	5
3000005	护卫大统领	203304	2	3	0	15	23	6918	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_19	10		有人！				1	5
30000031	白衣女子	900000	1	2	0	15	23	6918	500	500	9000	5	0	50	0	0	0	10	5	306	510001;520001;520004;520007	0	2	1	0	1	1	0	icon_skill_meiren_1	0		恶贼，纳命来！！					
3000006	机关兽	203600	2	1	0	18	2	7776	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		来打我呀！				1	5
3000007	野蜂	203613	2	1	0	18	2	7776	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		去死吧！				1	5
3000008	野蜂王	203618	2	2	0	18	21	7776	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_30	0		皇恩浩荡				1	5
3000009	逍遥村长	203201	2	3	0	18	21	7776	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_28	10		纳尼？杀				1	5
30000061	机关弩	210004	2	1	0	18	23	7776	500	500	9000	5	0	0	0	0	0	10	5	3000	700006	0	1	1	1	1	0	0	icon_guaiwu_23	0							
30000062	机关兽	203619	2	1	0	18	23	7776	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		来打我呀！				1	5
3000010	海岛护卫	203003	2	1	0	20	13	8366	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0		纳命来！				1	5
3000011	海岛护将	203004	2	2	0	20	20	8366	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0		有人！				1	5
3000012	利爪燕三	203400	2	3	0	20	23	8366	500	500	9000	5	0	100	0	0	0	5	5	304	501001;502001;502004	0	3	1	0	1	1	0	icon_guaiwu_8	10		纳尼？杀				1	5
30000101	地刺机关	210002	2	1	0	20	23	8366	500	500	9000	5	0	0	0	0	0	10	5	3000	700003	0	1	1	1	1	0	0	icon_guaiwu_23	0							
3000013	海岛野猴	203610	2	1	0	22	101	8968	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		纳命来！				1	5
3000014	海岛饿狼	203607	2	1	0	22	101	8968	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		纳命来！				1	5
