mapId	name	levelLimit	generalMap	linemaxPlayers	birthPointType	birthPoint	birthCameraType	mapResName	backMusic	mapDesc	recBattle	mapIcon	chapterId	chapterName	chapterResId	chapterStarNum	timeLimit	lastTaskId	lastDungeonId	dungeonType	commonReward	award1	award2	award3	victoryConditions	starConditions	vitality	mapConfig	showFinishAni	uiScale	uiOffset
10016	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	开封府江湖切磋	5000	icon	1	开封城	202001	30	300	0	0	1	0	0	0	0	3,,0,与神秘壮汉切磋;	3,,0,杀死山贼头领;3,,0,杀死山贼头领;	0	10016	1	1.2	-2
10017	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	开封府江湖切磋	5000	icon	1	开封城	202001	30	300	0	0	1	0	0	0	0	3,,0,击败街道恶霸;	3,,0,杀死山贼头领;3,,0,杀死山贼头领;	0	10017	1	1.2	-2
10018	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	开封府守护之战	5000	icon	1	开封城	202001	30	300	0	0	1	0	0	0	0	2,35|2000087|2000088,0,协助击败入侵野兽;	3,,0,杀死山贼头领;3,,0,杀死山贼头领;	0	10018	1	1.2	-2
10019	聚义堡	30	1	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	聚义堡战后地图	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,协助消灭所有刺客;	3,,0,杀死所有刺客;3,,0,杀死所有刺客;	0	10019	1	1.2	-2
10020	聚义堡	30	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	聚义堡常规地图	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10021	聚义堡	30	1	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	聚义堡拜会地图	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,教训狐朋狗友;	3,,0,教训狐朋狗友;3,,0,教训狐朋狗友;	0	10021	1	1.2	-2
10022	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	开始营救弟子副本	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,与萧乔切磋;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10022	1	1.2	-2
10023	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	挑战花为荣副本	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,保护百事通;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10023	1	1.2	-2
10024	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	营救村民副本	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,与萧乔切磋;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10024	1	1.2	-2
10025	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	挑战铁蜻蜓副本	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,保护百事通;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10025	1	1.2	-2
10026	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	挑战慕容家将副本	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,保护百事通;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10026	1	1.2	-2
10027	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	切磋段青阳	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,与萧乔切磋;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10027	1	1.2	-2
10028	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	切磋萧乔	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,保护百事通;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10028	1	1.2	-2
10029	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	大战神秘人	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,大战神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10029	1	1.2	-2
10030	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	血战高僧	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,血战高僧;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10030	1	1.2	-2
10031	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	切磋萧律	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,尽力而为;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10031	1	1.2	-2
10032	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	切磋百事通	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,血战番僧;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10032	1	1.2	-2
10033	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	切磋江湖壮汉	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10033	1	1.2	-2
10034	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	军营历练（开封守将）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10034	1	1.2	-2
10035	刘家集	1	5	1	1	91.36,48.43,75.85	0,11,-9,60,66	LJJ	1001	地痞骚扰（阿姐）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10035	1	1.2	-2
10036	刘家集	1	5	1	1	91.36,48.43,75.85	0,11,-9,60,66	LJJ	1001	野兽暴乱（大山）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10036	1	1.2	-2
10037	刘家集	1	5	1	1	91.36,48.43,75.85	0,11,-9,60,66	LJJ	1001	神秘人（大山）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10037	1	1.2	-2
10038	刘家集	1	5	1	1	91.36,48.43,75.85	0,11,-9,60,66	LJJ	1001	神秘人来袭（刘叔）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10038	1	1.2	-2
10039	刘家集	1	5	1	1	91.36,48.43,75.85	0,11,-9,60,66	LJJ	1001	邀请铁面（铁面侠）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10039	1	1.2	-2
10040	刘家集	1	5	1	1	91.36,48.43,75.85	0,11,-9,60,66	LJJ	1001	疯狂地痞（阿姐，铁面协助）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10040	1	1.2	-2
10041	刘家集	1	5	1	1	91.36,48.43,75.85	0,11,-9,60,66	LJJ	1001	神秘人来袭（阿姐，铁面协助）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10041	1	1.2	-2
10042	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	神秘人（百事通，守卫协助）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10042	1	1.2	-2
10043	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	西夏乱军（百事通，守卫协助）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10043	1	1.2	-2
10044	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	蒙面刺客（段万里协助）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10044	1	1.2	-2
10045	开封城	1	5	1	1	13.57,56.88,-31.94	0,11,-9,60,180	KFF	1001	切磋（慧觉大师）	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10045	1	1.2	-2
10046	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	毛小劈协助	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10046	1	1.2	-2
10047	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	山贼+铁蜻蜓	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10047	1	1.2	-2
10048	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	阿红幻影	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10048	1	1.2	-2
10049	聚义堡	1	5	1	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	乱军+铁蜻蜓	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,力敌神秘人;	3,,0,杀死所有怪物;3,,0,杀死所有怪物;	0	10049	1	1.2	-2
10050	大理	50	1	100	1	91.36,48.43,75.85	0,11,-9,60,66	LJJ	1001	大理	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10060	桃花岛	60	1	100	1	217,87.5,54	0,11,-9,60,0	THD_1	1001	桃花岛	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10070	秦皇古墓	70	1	100	1	217,87.5,54	0,11,-9,60,190	DG_1	1001	秦皇古墓	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10080	贺兰古墓	80	1	100	1	217,87.5,54	0,11,-9,60,102	DG_2	1001	贺兰古墓	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10090	梅庄	90	1	100	1	217,87.5,54	0,11,-9,60,0	THD	1001	梅庄	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10100	苏州	100	1	100	1	-1.23,56.11,0.96	0,11,-9,60,180	KFF	1001	苏州	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10110	绝情谷	110	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	绝情谷	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10120	西夏	120	1	100	1	217,87.5,54	0,11,-9,60,246	XY	1001	西夏	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10130	昆仑山	130	1	100	1	217,87.5,54	0,11,-9,60,246	XY_1	1001	昆仑山	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10140	少室山	140	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	少室山	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10150	欧阳山庄	150	1	100	1	217,87.5,54	0,11,-9,60,0	THD_2	1001	欧阳山庄	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10160	铁陀山	160	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	铁陀山	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10170	曼陀山庄	170	1	100	1	217,87.5,54	0,11,-9,60,0	THD_1	1001	曼陀山庄	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10180	恶人岭	180	1	100	1	217,87.5,54	0,11,-9,60,190	DG_1	1001	恶人岭	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10190	苗疆	190	1	100	1	217,87.5,54	0,11,-9,60,102	DG_2	1001	苗疆	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10200	预留1	200	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	预留1	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10210	预留2	210	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	预留2	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10220	预留3	220	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	预留3	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10230	预留4	230	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	预留4	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,0,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
10240	预留5	240	1	100	1	139.90,15.20,45	0,11,-9,60,326	JYB	1001	预留5	5000	icon	1	聚义堡	202001	30	300	0	0	1	0	0	0	0	3,,1,杀死所有野猴;	3,,0,杀死所有野猴;3,,0,杀死所有野猴;	0	10020	1	1.2	-2
40000	初临桃花岛	1	4	1	1	217,87.5,54	0,11,-9,60,0	THD_1	1002	几日漂泊终达桃花岛，打探黄姑娘下落，进入岛上后发现道路被挡，只能寻找另外通路，小心岛上守卫的盘查	5000	img_jq101	1	桃花岛佳人	201002	30	300	0	0	1	0	2010001,1;2010007,1;0,250;5,250;	2012003,1;2012004,1;0,250;5,250;	2010004,1;2010007,1;0,250;5,250;	3,,1,击败所有怪物;	1,300,1,300秒内通关;5,0|10,1,自身血量高于10%;	0	40000	1	85	-210
40001	勇闯桃花岛	1	4	1	1	217,87.5,54	0,11,-9,60,90	THD_1	1002	路到尽头只能原路返还，小心躲过岛上守卫的盘查，保护误入岛内的姑娘离开	6000	img_jq102	1	桃花岛佳人	201002	30	300	0	40000	1	0	2010001,1;2010007,1;0,300;5,300;	2012003,1;2012004,1;0,300;5,300;	2010004,1;2010007,1;0,300;5,300;	3,,1,保护白衣姑娘;	1,300,1,300秒内通关;5,0|10,1,自身血量高于10%;	0	40001	1	85	-210
40002	智过机关阵	1	4	1	1	217,87.5,54	0,11,-9,60,0	THD_1	1002	岛连岛，美景中却透露着丝丝邪气，绕了半天有些迷路，不小心触发机关，小心应付	7500	img_jq103	1	桃花岛佳人	201002	30	300	0	40001	1	0	2010001,1;2010007,1;0,350;5,350;	2012003,1;2012004,1;0,350;5,350;	2010004,1;2010007,1;0,350;5,350;	3,,1,躲避机关通关关卡;	1,250,1,250秒内通关;5,0|20,1,自身血量高于20%;	0	40002	1	85	-210
40003	命悬利爪妖	1	4	1	1	217,87.5,54	0,11,-9,60,28	THD_1	1002	感觉又走到了死路，准备返回重寻出路，突然发现一个奇怪的身影，一阵冷风袭来，小心应战	8500	img_jq104	1	桃花岛佳人	201002	30	300	0	40002	2	0	2010001,1;2010007,1;0,400;5,400;	2012003,1;2012004,1;0,400;5,400;	2010004,1;2010007,1;0,400;5,400;	3,,1,击败所有怪物;	1,250,1,250秒内通关;5,0|20,1,自身血量高于20%;	0	40003	0	85	-210
40004	协助退兽潮	1	4	1	1	217,87.5,54	0,11,-9,60,0	THD_2	1002	感觉又走错了，越走越荒凉，好多野猴，突然前面几个人被好多猴子包围了，阿弥陀佛救人一命，胜造七级浮屠	9000	img_jq105	1	桃花岛佳人	201002	30	300	0	40003	1	0	2010001,1;2010007,1;0,450;5,450;	2012003,1;2012004,1;0,450;5,450;	2010004,1;2010007,1;0,450;5,450;	2,80|3000013|3000014|30000137|30000138,1,协助击败入侵野兽;	1,250,1,250秒内通关;5,0|30,1,自身血量高于30%;	0	40004	1	85	-210
40005	深入荒野岛	1	4	1	1	217,87.5,54	0,11,-9,60,0	THD_2	1002	感觉岛上野兽异常暴躁，跟随守卫一起去附近猴王领地查找下野兽暴躁的原因	9500	img_jq106	1	桃花岛佳人	201002	30	300	0	40004	1	0	2010001,2;2010007,1;0,500;5,500;	2012003,1;2012004,1;0,500;5,500;	2010004,1;2010007,1;0,500;5,500;	2,3|3000016,1,探索三处猴王领地;	1,250,1,250秒内通关;5,0|30,1,自身血量高于30%;	0	40005	1	85	-210
40006	恐怖牛头怪	1	4	1	1	217,87.5,54	0,11,-9,60,0	THD_2	1002	遇上这么恐怖一只牛头怪物，无路可以退，只能拼死一战，但求全身而退	10000	img_jq107	1	桃花岛佳人	201002	30	300	0	40005	2	0	2010001,2;2010007,1;0,550;5,550;	2012003,1;2012004,1;0,550;5,550;	2010004,1;2010007,1;0,550;5,550;	3,,1,打败所有怪物;	1,200,1,200秒内通关;5,0|40,1,自身血量高于40%;	0	40006	0	85	-210
40007	驾临桃花岛	1	4	1	1	217,87.5,54	0,11,-9,60,0	THD	1002	终于到了桃花岛，尽快寻找黄姑娘问清缘由，岛上戒备要森严很多，又遇到了之前遇到的铁臂人，全力击杀。	10500	img_jq108	1	桃花岛佳人	201002	30	300	0	40006	1	0	2010001,2;2010007,1;0,600;5,600;	2012003,1;2012004,1;0,600;5,600;	2010004,1;2010007,1;0,600;5,600;	2,1|3000021,1,打败桃花岛弟子铁臂;	1,200,1,200秒内通关;5,0|40,1,自身血量高于40%;	0	40007	1	85	-210
40008	傀儡机关阵	1	4	1	1	217,87.5,54	0,11,-9,60,0	THD	1002	感觉这个铁臂人又比之前厉害了，前方突然出现了很多傀儡木偶，黄姑娘就站在后面的凉亭内。	17000	img_jq109	1	桃花岛佳人	201002	30	300	0	40007	1	0	2010001,2;2010007,1;0,650;5,650;	2012003,1;2012004,1;0,650;5,650;	2010004,1;2010007,1;0,650;5,650;	3,,1,打败利爪;	1,200,1,200秒内通关;5,0|40,1,自身血量高于40%;	0	40008	0	85	-210
40009	桃岛大弟子	1	4	1	1	217,87.5,54	0,11,-9,60,0	THD	1002	一路追随黄姑娘，突然被人喝住，黄姑娘就在身后扮着鬼脸，一脸委屈的说梅师兄有人欺负她，看来这梁子结下了，全力一战	23000	img_jq110	1	桃花岛佳人	201002	30	300	0	40008	3	0	2010001,2;2010007,1;0,700;5,700;	2012003,1;2012004,1;0,700;5,700;	2010004,1;2010007,1;0,700;5,700;	2,1|3000028,1,打败梅玄风;	1,200,1,200秒内通关;5,0|40,1,自身血量高于40%;	0	40009	1	85	-210
40010	空寂荒野	1	4	1	1	217,87.5,54	0,11,-9,60,190	DG_1	1002	达到古墓所在地处处透露这诡异，注意安全	24000	img_jq201	2	勇闯尘封古墓	201003	30	300	0	40009	1	0	2010001,3;2010007,1;0,750;5,750;	2012003,1;2012004,1;0,750;5,750;	2010004,1;2010007,1;0,750;5,750;	3,,1,打败所有怪物;	1,150,1,150秒内通关;5,0|50,1,自身血量高于50%;	0	40010	1	130	-210
40011	机关石俑	1	4	1	1	217,87.5,54	0,11,-9,60,190	DG_1	1002	处处存在这神秘的石俑，感觉被种神秘的力量牵扯着，小心行事	28000	img_jq202	2	勇闯尘封古墓	201003	30	300	0	40010	1	0	2010001,3;2010007,1;0,800;5,800;	2012003,1;2012004,1;0,800;5,800;	2010004,1;2010007,1;0,800;5,800;	3,,1,打败所有怪物;	1,150,1,150秒内通关;5,0|50,1,自身血量高于50%;	0	40011	1	130	-210
40012	古墓入口	1	4	1	1	217,87.5,54	0,11,-9,60,190	DG_1	1002	达到古墓口，被一群石俑围住，小心应付	32000	img_jq203	2	勇闯尘封古墓	201003	30	300	0	40011	2	0	2010001,3;2010007,1;0,850;5,850;	2012003,1;2012004,1;0,850;5,850;	2010004,1;2010007,1;0,850;5,850;	3,,1,打败所有怪物;	1,100,1,100秒内通关;5,0|60,1,自身血量高于60%;	0	40012	1	130	-210
40013	墓道惊魂	1	4	1	1	217,87.5,54	0,11,-9,60,102	DG_2	1002	进入古墓，处处藏有致命陷阱，打碎石俑便可关闭机关	33000	img_jq204	2	勇闯尘封古墓	201003	30	300	0	40012	1	0	2010001,3;2010007,1;0,900;5,900;	2012003,1;2012004,1;0,900;5,900;	2010004,1;2010007,1;0,900;5,900;	3,,1,打败所有怪物;	1,100,1,100秒内通关;5,0|60,1,自身血量高于60%;	0	40013	1	130	-210
40014	古墓之后	1	4	1	1	217,87.5,54	0,11,-9,60,102	DG_2	1002	古墓内两条岔路，遇路左行，结果误入古墓之后领地，生死大战	33500	img_jq205	2	勇闯尘封古墓	201003	30	300	0	40013	1	0	2010001,3;2010007,1;0,950;5,950;	2012003,1;2012004,1;0,950;5,950;	2010004,1;2010007,1;0,950;5,950;	3,,1,打败所有怪物;	1,100,1,100秒内通关;5,0|60,1,自身血量高于60%;	0	40014	1	130	-210
